scheda;word
FOTOGR-II-1723;dell'azienda|turistico|troneggia|degli|italiano|fotografia|gruppo|turistica|target|presentazione|andalo|piano|inglese|presenta|descrizione|località|soggiorno|brenta.andalo|paese|primo|ospiti|inoltre|francese|sfondo|sullo|autonoma|dimostrando|1954|depliant|molveno-andalo|tedesco|chiesa|della|l'internazionalità
FOTOGR-II-1724;depliant|francese|inglese|gruppo|pescati|sud-occidentale|target|autonoma|molveno|vecchia|elenco|della|attrattive|sponda|dell'azienda|dimostrando|rispreso|immagini|appena|bidonvia|visti|molveno-andalo|località|l'internazionalità|paese|dalla|inoltre|delle|turistica|molveno-pradel|brenta|presenta|soggiorno|fotografia|degli|turistico|s.l.m|salmerini|ospiti|tedesco|1954|italiano|presentazione
FOTOGR-II-1725;molveno|spalle|tennis|terzetto|soggiorno|località|turistico|molveno.poesia|seduta|giocatrice|1954|autonoma|immagini|turistica|dell'azienda|signora|presentazione|depliant|presenta|quattro|molveno-andalo|molveno|della|barca|sassofonisti|ragazzo
FOTOGR-II-1726;francese|sportivo|degli|andalo|dolomiti|elenco|visto|inglese|della|andalo.andalo|1954|rifugio|turistico|gruppo|tennis|delle|brenta|dimostrando|località|ospiti|presenta|autonoma|dell'azienda|abitanti|pascolo|alcuni|soggiorno|cinque|fotografia|italiano|turistica|depliant|pedrotti|posto|riposo|target|s.l.m|immagini|tedesco|presentazione|attrattive|dalla|paganella|l'internazionalità|d'alpeggio|campo|brenta|molveno-andalo|inoltre
FOTOGR-II-1727;centrale|piano|della|autonoma|turistico|gregge|vista|dalla|attuale|vedono|depliant|primo|dell'azienda|presenta|turistica|andalo|immagini|molveno-andalo|località|soggiorno|l'albergo|nord-occidentale|meridiana|residence|scorcio|lago|gallino|brenta|ciclamino|pecore|1954|municipio|dell'albergo|visto|piazza|fiori|pastore|quattro|pizzo|presentazione|gruppo|sponda|pascolo|vialetto|andalo:
FOTOGR-II-1728;montagne|turistico|raggiungere|turistica|sfondo|raccoglie|della|paganella.verdi|località|depliant|gruppo|inoltre|andalo|presentazione|rosina|mezzi|dalmonego|praterie|principali|fantastiche|sullo|target|l'internazionalità|molveno-andalo|1954|francese|dell'azienda|italiano|dalla|molveno|monego|permettono|inglese|comunicazione|ospiti|estese|soggiorno|fieno|turistiche|andalo|visto|immagini|trasporto|donna|degli|vista|riporta|brenta|luogo|sulle|presenta|informazioni|autonoma|compresa|tedesco|cartina|pinete|dimostrando
FOTOGR-II-1729;monego|rosina|troneggia|sfondo|dalmonego|gruppo|felice|monego|fieno|vedono|brenta.rosina|sullo|fotografia|raccoglie|spalle|rappresenta
FOTOGR-II-1730;piano|donato|val|visenz|scolastico|primo|paese|neser|valentino|ricostruito|lontananza|quarti|carabinieri|chiesa|completamente|l'edificio|1896|cadin|melchiori|vincenzo|sfondo|brenta|galin.andalo|sullo|dell'arma|pietro|daniele|cagnoto|1038|l'incendio|notare|recente|fratelli|masi|costruzione|crescenzio|gruppo|andalo|canonica|3176|attuale|pendici|pecli|cartolina|medico|caserma|distrusse|vedono|castellan)
FOTOGR-II-1731;brenta.andalo|visto|rappresenta|nord-occidentale|cartolina|nord-ovest|sullo|sfondo|gruppo|sponda|dalla|andalo
FOTOGR-II-1732;vista|rappresenta|leggermente|dall'alto|innevate|zambana|sullo|sfondo|gruppo|malga|brenta|cartolina|vette|troneggiano
FOTOGR-II-1733;belvedere|scuola|l'albergo|toscana|guido|bernardo|gruppo|pensione|dell'arma|pavone|arturo|slosseri|carabinieri|bottega|attuale|nord-est|cartyolina|sport|ghezzi|indietro|vedono|vincenzo|rappresenta|melchiori|pietro|sfondo|medico|berna|albino|daniele|appartamenti|perli|caserma|chiesa|sullo|dietro|hotel|brenta|cadin|innevato|balanza|pont|eden|centro|l'hotel|andalo|paese|visenz|marcante|leggermente|canonica,
FOTOGR-II-1734;paese|alpina|attuale|paganella|stella|destra|annibale|bernardo|garnì|ron|mario|l'hotel|bottamedi|cavedago.prati|strada|riconoscono|chiesa|sullo|fabiano|rappresenta|visto|pozze|maestro|select|delle|canele|cantoniera|lontano|cimitero|dall'|acqua|fotografia|sport|lucillo|margherita|intravede|pozze|cervo|freatelli|guido|belvedere|verso|perli|fratelli|denoti|sfondo|perli|visti|giovanbattista|balanza|toscana|roccia|berna|arturo|castellan|zeni|andalo|l'albergo|campi
FOTOGR-II-1735;villeggiatura|pavone|alpina|chiesa|perli|stazione|trentino|paese|alberto|eugenio|l'albergo|bottega|valentino|melchiori|trento|cartolina|marcante|importante|onorina|residence|meridiana|andalo|rappresenta|scuola|pensione|piano|dalfovo|viale|dalfovo|attuale|spalle|hotel|primo
FOTOGR-II-1736;vedono|fai-andalo-molveno|neve|ricoperto|fosse|primavera|bosco|ancora|sullo|moseje|mentre|andalo|prato.strada|notare|pendici|allora|entrando|incontravano|fitto|coperti|venendo|primo|moseje|prati|brenta|doss|rappresenta|adibito|galin|piano|cartolina|gruppo|sfondo
FOTOGR-II-1737;circondata|galin|brenta.la|sullo|strada|prati|vedono|prati|fai-andalo|sfondo|fotografia|rappresenta|gruppo
FOTOGR-II-1738;piano|chiesa|dolomiti|vedono|primo|l'allora|rappresenta|sullo|dolomiti|appena|garnì|l'albergo|galin|attuale|medico|perare|bottamedi|costruzione|caserma|dietro|gruppo|andalo|materna|ultimata|paolo|palazzo|destra|sfondo|canonica|belvedere|scuola|brenta|paese|pendici|cadin|carabinieri|ghezzi|perli|indietro|roccia|paganella|brenta.andalo|recente|sport|sinistra|l'hotel|cartolina|margherita|giuseppe|dell'arma
FOTOGR-II-1739;priori|rappresenta|fotografia|sullo|visto|paese|priori|monte|sfondo|andalo|gaggiaandalo|vedono
FOTOGR-II-1740;(attuale|fotografia|villa|bottega|scuola|bottamedi|crosare|rappresenta|alfonso|dopolavoro|andalo|ghezzi|perli|viola|galin|fulvio|castellan|gruppo|sport|zezi|rododendro|banal|ruffino|lujigi|cadin|sullo|gelmina|ferruccio|costruzione|luigi|paganella|vedono|dalbon|ghezzi|pensione|fratelli|paese|osti|chiesa|vienna|sinistra|quarti|banal|destra|matteo|clamer|sinistra|pegorar|sport|sfondo|centro|canonica|leone|zizoti|dalmonego|ghezzi|primo|giuseppe|dietro|piano|l'hotel|achille|brenta.(trentino|indietro|cimitero,
FOTOGR-II-1741;chiesa|lungo|egli|macelleria|appartamenti|dosolina|ghezzi|villa|paese|osti|dopolavoro|paganella.andalo|indietro|dell'apicoltura|montanara|bottamedi|attuale|stella|liduino|sullo|sociale|banal|marino|l'hotel|dietro|ghezzi|olivo|nuova|sfondo|piano|negozio|livio|vedono|priori|alpina|vittorio|panificio|visto|dalfovo|della|belfort|pavone|monego|rappresenta|chjasel|melchiori|clamer|cornelio|bottamedi|primo|alfonso|bottega|pub|market|panificio|meridiana|sport|marcante|pistoria|attuale|assicurazioni|chjagliar|sport|tranquillo|hotel|residence|andalo|viola|sportlifee|calzolaio|falegnameria|dolomiti|calzature|doss|pensione|alfredo|moro|cartolina|astoria|scrigno|l'albergo|caseificio
FOTOGR-II-17417;mensile|mosna|cartina|d'italia|titolo|circostanti|seconda|italiano|topografica|presenta|scansione|rivista|anche|touring|pagina|delle|gennaio|paganella|articolo|della|numero|paganella
FOTOGR-II-1742;paganella|vacanza|presenta|fotografia|neve.col|martino|presenta|touring|casrtrozza|d'italia|coperte|inoltre|pagina|italiano|sulla|castrozza|paganella|rivista|conca|scansione|mensile|della|pacchetto
FOTOGR-II-1743;italiano|pendii|presenta|paganella|touring|castrozza|d'italia|pacchetto|della|paganella|inoltre|mensile|passo|fotografia|nevosi|rolle.col|rivista|casrtrozza|martino|sulla|presenta|scansione|vacanza|pagina
FOTOGR-II-1744;parte|venerdì|programma|fotografia|campi|paganella|italiano|scansione|rolle|prima|sulla|paganella|presenta|touring|casrtrozza|passo|castrozza|pacchetto|martino|febbraio|d'italia|pagina|della|rivista|giovedì|mensile|vacanza
FOTOGR-II-1745;martino|scansione|castrozza|pagina|italiano|paganella|d'italia|paganella|lunedì|febbraio|domenica|mensile|rivista|presenta|fotografia|sulla|touring|vacanza|campi|parte|della|seconda|casrtrozza|sabato|pacchetto|programma
FOTOGR-II-1747;italiano|monumento|battisti.la|della|primo|anche|presenta|pagina|cesare|fotografia|prima|trent|gennaio|piano|touring|d'italia|paganella|numero|mensile|scansione|titolo|articolo|trento|vista|paganella|rivista|mosna
FOTOGR-II-1748;letto|numero|dell'adige|città.la|fotografia|gennaio|piano|primo|vista|articolo|pagina|pendici|touring|italiano|valle|mensile|dalle|mosna|vasto|terza|d'italia|paganella|della|presenta|campagna|trento|paganella|vedono|lontano|l'aeroporto|dell'avisio|confluenza|paganella|zambana|titolo|l'adige|scansione|rivista|anche
FOTOGR-II-1749;titolo|brenta|quarta|italiano|anche|pagina|presenta|fotografia|paganella|gruppo|gennaio|della|scansione|paganella|mosna|d'italia|campi|numero|articolo|mensile|rivista|touring|troneggia
FOTOGR-II-1750;anche|alpina|titolo|scansione|pagina|cevedale|catena|numero|ammirano|vette|articolo|paganella|touring|quinta|mosna|dermulo|d'italia|mensile|gruppo|presenta|campi|fotografia|italiano|della|passirie|delle|paganella|gennaio|rivista|verso
FOTOGR-II-1751;paganella|rivista|gennaio|sesta|fotografia|sponda|orientale|titolo|mensile|mosna|touring|presenta|piedi|numero|pagina|ovvero|visto|scansione|dalla|paganella|d'italia|anche|paganella|articolo|della|molveno|italiano
FOTOGR-II-1752;d'italia|seconda|paganella|mensile|fotografie|prima|paganella|battisti|mentre|albino|sulla|italiano|rivista|rustica|cesare|pin|della|touring|mosna|pagina|gennaio|settima|numero|scansione|titolo|articolo|rappresenta|rifugio|toscana|anche|presenta
FOTOGR-II-1753;presenta|scansione|paganella|mensile|occidentale|pagina|incombe|paese|mosna|fotografia|l'area|novembre|anche|l'ottava|parete|mostra|staccò|imponente|titolo|numero|della|gennaio|rivista|settembre|zambana|frana.la|d'italia|paganella|prima|paganella|articolo|touring|italiano
FOTOGR-II-1754;paganella|touring|varianti|della|detta|gennaio|alcune|vista|paganella|presenta|paganella|costruzione.la|sbocco|indica|paganella|ultima|parete|d'italia|numero|normale|scansione|rivista|titolo|paganella|dell'adige|dell'avisio|mosna|funivia|anche|mensile|arrampicata|italiano|fdalla|lavis-cima|fotografia|indica|orientale|direttissima|inoltre|tracciato|valle|pagina|direttissima|articolo
FOTOGR-II-1755;galin|sfondo|sullo|toscana|toscana|brenta.casale|tante|mentre|giuseppe|pendici|rappresenta|beniamino|zanchja|fortunato|pin|vedono|destra|sinistra|sisinio|gruppo|pancherle|albino|toscana|cartolina|pietro|luigi|andalo)
FOTOGR-II-1756;andalo-molveno|campi|sfondo|cartolina|fai-andalo-molveno|sciatori|gruppo|sullo|innevato.strada|troneggia|inverno|brenta|strada|rappresenta
FOTOGR-II-1757;rappresenta|soggiorno|sullo|piccola|andalo|sfondo|estivo|gruppo|dalla|brenta.andalo|visto|imbarcazione|remi|sponda|dolomiti|brenta|settentrionale|cartolina
FOTOGR-II-1758;rapptresenta|nella|paganella|mentre|brenta|coppia|sullo|campi|cartolina|sciatori|della|primo|gruppo|piano|bastoncini|dolomiti|brenta.trentino|sfondo|piantati
FOTOGR-II-1759;primo|costruzione|paganella|ghezzi|piano|lujigi|viola|indietro|fratelli|perli|clamer|centro|cimitero|gelmina|sinistra|sport|cadin|castellan|paese|sfondo|bottega|leone|dopolavoro|bottamedi|scuola|chiesa|banal|osti|attuale|crosare|pegorar|luigi|rappresenta|fulvio|ferruccio|rododendro|banal|achille|l'hotel|dalbon|sullo|quarti|ghezzi|sinistra|zezi|sport|canonica|ghezzi|zizoti|vienna|matteo|dalmonego|attuala|gruppo|brenta.(trentino|fotografia|ruffino|giuseppe|destra|dietro|pensione|galin|villa|andalo|vedono|alfonso
FOTOGR-II-1760;vettura|inverno|piano|dalmonego|rappresenta|primo|maestri|riccardo|donato|hotel|fotografia|baita|attuale|risalita|impianto|bazzanella|ristorante|monego|baita|dalmonego|cesare
FOTOGR-II-1761;luigi|paolasa|mentre|rappresenta|vedono|gruppo|sport|perare|centro|l'hotel|attuale|ghezzi|zezi|stua|sfondo|cassa|indietro|carabinieri|fotografia|galin|canonica|dalbon|caserma|andalo|giuseppe|quarti|chiesa|dell'arma|sport|ferruccio|tapa|petiza|fratelli|famiglia|paganella|brenta|fortunato|pottigher|bepaso|falegnameria|paolino|sullo|dietro|bassi|paese|bottamedi|piano|cooperativa|castellan|destra|banal|primo|pasticceria|cimitero|ufficio|postale|crosare|bottega|troneggiano|l'allora|cadin|michele|pont|rurale|fulvio|elviro|costruzione,
FOTOGR-II-1762;vette|rappresenta|dalla|citazione|paganella|delle|visto|cartolina|gruppo|brenta
FOTOGR-II-1763;troneggiano|leggermente|malga|vette|vista|innevate|dall'alto|cartolina|brenta|sfondo|zambana|gruppo|sullo|rappresenta
FOTOGR-II-1764;fotografia|viale|lago|montanara|primo|livio|indietro|tranquillo|calzolaio|trento|falegnameria|chjagliar|calzature|piano|bottamedi|l'albergo|attuale|rappresenta|appartamenti|sport
FOTOGR-II-1765;(attuale|sassdei|cartolina|melchiori|bernardo|margherita|sinistra|malchiori|materna|garnì|scuola|select|dolomiti|roccia|rappresenta|centro|brenta|primo|l'albergo|alcide|perli|carlina|l'hotel|berna|hotel|nord-est|carmelo|andalo|zeni|paese|ottavio|lucina|dietro|capi|canonica|annibale|ghezzi|damo|paganella|massimino|tarter).andalo|chiesa|adamo|destra|bottamedi|emanuele|piano|indietro|moresco|filippo|vedono|patefia|macelleria
FOTOGR-II-1766;troneggia|prov|sfondo|meravigliosa|sullo|paganella|paese|brenta|1050|cartolina|conca|visto|galin.andalo|pendici|della|trento|andalo|dalle|rappresenta|gruppo
FOTOGR-II-1767;nebbia|rappresenta|padre|gruppo|paganella|tosa.mio|turisti|della|alcuni|brenta|sullo|sulla|sfondo|paganella|fotografia
FOTOGR-II-1768;fotografia|pin|andalo|toscana.casa|rustica|toscana|albino|rappresenta
FOTOGR-II-1769;paganella|trento|cevedale|catena|paganella|alpina|sullo|sfondo|campi|delle|della|gruppo|passirie.campi|vette|rappresenta|funivia|cartolina|fai-paganella|sciatori
FOTOGR-II-1770;sinistra|rappresenta|pin|pont|perini|toscana|l'illustrazione|centro|illustrato|albino|gianfranco|giuseppe|pancherle|.maso|campestrini
FOTOGR-II-1771;rappresenta|paon|riccardo|fotografia|ghezzi|germania|romeo|germania.riccardo|melchiori
FOTOGR-II-1772;gruppo|destra|accanto|viola|vedono|dermidio|sinistra|panchina|fotografia|ermidio|situato|pietro|viola|seduti|paon|sullo|sfondo|davanti|rappresenta|brenta|sulla|melchiori|pendici
FOTOGR-II-1773;pantejana|.albino|falegnameria|spalle|eden|melchiori|toscana|rappresenta|pecli|bidera|pietro|arturo|albino|balanza|vedono|perli|fovo|fotografia|hotel|attuale|visenz|antonio
FOTOGR-II-1774;donne|fotografia|fovo|rappresenta|pressi|gruppo
FOTOGR-II-1775;carlo|pietro|propria|banal|durante|pecli|abitazione|fotografia|della|ritrae|alberto|ampliamento|lavori|melchiori
FOTOGR-II-1776;fovo|bidera|compagno|della|albino|mariano|nonno|fotografia|melchiori|fanciullo|rappresenta|pont|
FOTOGR-II-1777;rappresenta|negli|'20|ragazzi|fotografia
FOTOGR-II-1778;marianna|rappresente|melchiori|america|fotografia
FOTOGR-II-1779;rifugio|fotografia|massodi|presso|romeo|caccia|rifugio.romeo|ghezzi|rappresenta
FOTOGR-II-1780;carmelo|celina|natività|nadia|tasin|scenetta|sinistra|riconoscere|possono|1958).scenetta|1957|perli|fotografia|all'asilo|panni|giuseppe|destra|della|bottamedi|madonna|scuola|michela|materna|rappresenta
FOTOGR-II-1781;(1957|nadia|1943|bottamedi|indietro|sinistra|scenetta|natività|rappresenta|gemma|riconoscere|carmelo|bazzanella|della|alfeo|giuseppe|destra|1957|tasin|madonna|perli|panni|vedono|materna|scuola|fotografia|possono
FOTOGR-II-1782;fotografia|ghezzi|melchiori|tanasi|teresa|romeo|melchiori.romeo|moglie|rappresenta
FOTOGR-II-1783;(dino|paganella|ferragosto|della|presente|tempi|paesi|alpini|bianca|pancherle|durante|sportivo|sportico|andalo|taglio|pubblico|vedono|degli|rappresenta|mentre|pubblico|toscana|festa|coste|giuseppe|campo|fotografia|chioschetto|centro|spalle|tanasi|pittigher|rconoscono|1956|1953|giorno|segon|molveno|pegorar.giuseppe|piante|ghezzi|ghezzi|sfidavano
FOTOGR-II-1784;toscana|fotografia|giorno|melchiori|alfonso|maria|rappresenta|matrimonio.alfonso|matrimonio
FOTOGR-II-1785;scorcio|egli|maggiociondoli|faustino|tenaglia|dopolavoro|villa|sinistra|modesto|vito|viola|attuale|attuale|1954|santi|recente|costruzione|degli|rappresenta|strada|pensione|pub|fotografia|chiesa|destra|vedono|crescenzia|pronao
FOTOGR-II-1786;andalo|dalla|circondato|fotografia|nebbia|rappresenta
FOTOGR-II-1787;vecchio|intravede|rappresenta|l'hotel|andalo|fotografia|municipio|spalle|majorca.-
FOTOGR-II-1788;rappresenta|vecchio|municipio|fotografia|andalo.municipio
FOTOGR-II-1789;rappresenta|andalo|fotografia|visto|dall'alto|paese
FOTOGR-II-1790;intravede|panorama|centro|dagli|cortalta|grandangolo|rocchetta.altopiano|delle|generale|della|paganella|località|destra|santel|principali|vedono|valico|ori|indicazioni|visto|fotografia|rappresenta|altezza|1150|fausior|sinistra
FOTOGR-II-1791;rappresenta|alcuni|piano|brenta|strada|conduce|lavezöl|imboccano|cavedago-andalo|gruppo|sfondo|fotografia|turisti|primo|durante|passeggiata|toscana|sentiero|mentre
FOTOGR-II-1792;toscana|giuseppe|gruppo|dal'anzol|strada|destra|galin|vedono|costa|costantino|riprende|toscana|casanova|bortolon|pubblicadegli|piano|ignazio|sullo|bait|conteneva|abitanti|squassela|inverno|pubblica|neve.il|fotografia|costa|degli|sulla|brenta|pendici|bepi|abitazioni|squasela|sfondo|sinistra|indietro|della|perli|coperti|primo
FOTOGR-II-1793;silvestro|troneggia|canonica|gruppo|leggermente|giuseppe|tete|sullo|banal|eugenia|innevato|domenico|rappresenta|brenta|sfondo|batane|michi|fotografia|stefania
FOTOGR-II-1794;fotografia|intravedono|sullo|l'albergo|rappresenta|brenta|inverno|stella|neve|gruppo|pendici|alpina|sfondo|hotel|alpina|attuale|coperte
FOTOGR-II-1795;panificio|pont|l'hotel|rappresenta|indietro|pegorar|l'officina|bottamedi|perli|lorenzo|alpina|sinistra|pradi|sfondo|fotografia|kaiser|paganella|andalo|chiesa|ghezzi|costruzione|majorca|sullo|melchiori|ghezzi|paese|benzinaio|visto|l'albergo|della|stella|alfredo|troneggia|vedono|carlo|centro|mobilificio|astoria.
FOTOGR-II-1796;gruppo|antonio|sullo|lavanderia|illuminato|l'hotel|chiesa|schintù|piano|rappresenta|fotografia|andalo|negritella|sfondo|indietro|costruzione|primo|dalmonego|paese|brenta|nord-est|vedono|leggermente|angaelo|dietro|scuola|brenta|innevato|luminato|,
FOTOGR-II-1797;paganella|neve|massimino|segheria|matteo|stazione|andalo-paganella|inverno|rappresenta|carmelo|sinistra|scuola|sfondo|barone|sullo|risalita|dopolavoro|emanuele|primi|paese|mentre|materna|perli|vedono|damo|cadin|adamo|coperti|florio|lucina|brenta|fotografia|andalo|melchiori|partenza|impianti|galin|centro|ghezzi|gruppo|dietro|l'hotel|attuale
FOTOGR-II-1798;brenta|mentre|neve|rossa|piano|risalita|pendici|fotografia|vedono|primo|coperte|rappresenta|destra|sinistra|sullo|materna|scuola|impianto|eden|andalo-paganella|sfondo|gialla|andalo|chiesa|l'hotel|gruppo|dietro|paganella|inverno|vetture
FOTOGR-II-1799;presenta|d'ingresso|signori|florio|entra|indietro|segheria|riccardo|l'ironica|giovanni|paganella|inverno|rappresenta|dietro|mille|ristorante|caga|sullo|stanza|nella|dalmonego|riveriti|servizi|della|vedono|sulla|paoli|baron|baita|bottamedi|fotografia|porta|scritta|sfondo|odori|paga|boschi|siede|seja|trovavano|l'angolo
FOTOGR-II-1800;gruppo|andalo|rappresenta|belvedere|paganella|della|coperti|l'albergo|sullo|vedono|roccia|garnì|fotografia|dolomiti|pendici|indietro|medico|margherita|attuale|inverno|sfondo|l'hotel|brenta|palazzo|dietro|neve.-
FOTOGR-II-1801;destra|materna|vedono|l'hotel|scuola|fotografia|pendici|matteo|brenta|gialla|andalo|rossa|neve|impianto|sullo|segheria|gruppo|dietro|sfondo|sinistra|piano|primo|chiesa|mentre|inverno|paganella|risalita|rappresenta|vetture|coperte|andalo-paganella
FOTOGR-II-1802;scuole|vedono|indietro|piano|centro|valentino|scuola|piano|materna|piazza|l'attuale|domenico|sinistra|destra|pittigher|torlo|fotografia|andalo|paganella|rappresenta|cimitero|l'hotel|primo|paese|chiesa|dalfovo|tapa|
FOTOGR-II-1803;ginepro|dolomieu|galin|sfondo|pasticceria|neve|souvenir|negozio|attuale|bistrot|coperto|primo|benzina|ditributore|tullia|troneggia|hotel|fotografia|inverno|rappresenta|ristorante|sullo|notano|piano
FOTOGR-II-1804;l'hotel|sfondo|piazza|galin|trineggia|fotografia|inverno|sport|rappresenta|innevato.hotel|centrale|sullo
